word.freq.remove,word.freq.order,word.freq.free,word.freq.meeting,word.freq.re,word.freq.edu,char.freq.semicolon,char.freq.exclamation,capital.run.length.average,y
0.26,0,0,0,0,0,0,0,2.779,1
0.34,0,0.68,0,0,0,0,0.225,2.257,1
0.51,0,0.34,0,0.34,0,0.063,0.126,2.285,1
0.32,0,0.98,0,0,0,0,0.103,5.85,1
0.16,0,0,0,0.16,0,0,0.076,2.03,1
0.06,0,0,0,0,0,0.012,0.41,4.754,1
0.08,0.97,0.35,0,0,0,0,0.339,4.137,1
0.18,0,0,0,0,0,0,0,2.326,1
0.42,0,1.68,0,0,0,0,0.072,2.632,1
0,1.28,0,0,0,0,0,0.61,3.809,1
0,0.09,0,0,0.27,0,0.015,0.237,3.758,1
0,0,0.46,0,0,0,0,1.683,57.076,1
0,2.38,0,0,0,0,0,0.396,22.714,1
1.11,0,2.22,0,0,0,0,0.138,2.7,1
0.64,0,0.32,0,0.64,0,0,0,1.688,1
4.54,0,0,0,0,0,0,0,1.8,1
0.2,1.04,0,0,0,0,0.095,0.334,7.439,1
0.05,0.05,0,0,0,0,0.01,0.02,2.093,1
0.83,0.2,0,0,0,0,0.182,0.182,3.791,1
0,0,0.46,0,0,0,0,1.663,49.866,1
0.9,0,0,0,0,0,0,2.143,10.125,1
0,0.68,0,0,0,0,0,0.899,667,1
0.85,0,0.42,0,0,0,0,0.819,4.84,1
1.63,0,0.54,0,0,0,0,0,2.592,1
0,0,1.57,0,0,0,0,0.682,2.555,1
0,0.38,0,0,0,0,0,1.008,295,1
0,0,0,0,0,0,0,0.034,3.168,1
0,0,1.97,0,0.65,0,0,0.198,2.195,1
0,0,0.05,0,0,0,0,0.112,3.922,1
0,0,0,0,0.67,0,0,0.356,2.315,1
0,0.23,0.23,0,0,0,0,1.046,4.022,1
0,0.74,0.37,0,0.37,0,0,1.211,18.4,1
0.69,0,0,0,0,0,0,0.196,6.1,1
0.25,0.59,0.25,0,0.08,0.08,0,0.486,7.561,1
0,0,0,0,0,0,0,0.606,3.111,1
0.7,0,0.7,0,0.35,0,0,0.381,2.021,1
0.55,0.27,0,0,0,0,0.387,0.301,19.482,1
1.56,0,1.56,0,0,0,0,0,11.714,1
0.05,0.05,0,0,0,0,0.01,0.01,1.838,1
0,0,0,0,0,0,0,0.103,1.437,1
0,0,0.3,0,0.3,0,0,0,1.752,1
0,0.24,0.48,0,0,0,0,0.036,2.336,1
0,0,0,0,0,0,0,0.411,4.307,1
0.38,0,0.38,0,0,0,0,0.123,2.062,1
0,0,0.41,0,0.41,0,0,0.48,3.166,1
0.55,0,0.55,0,0,0,0,1.207,4.761,1
0,0,0,0,0,0,0,0.136,8.207,1
0,0,0,0,1.09,0,0.173,0,4.941,1
0,0,0.47,0,0,0,0,0,7.18,1
0.5,0.8,0.1,0,0.1,0.1,0,0.49,8.55,1
0,0,0,0,0,0,0,0.434,1.377,1
0,0,0.81,0,0,0,0,0.706,8.411,1
0,0,0,0,0,0,0,1.434,3.281,1
0,0,0,0,0.48,0,0,0.421,5.173,1
0,0,0,0,0.49,0,0,0.677,5.2,1
0,0,0,0,0,0,0,0.443,4.652,1
0,0,0,0,0,0,0,0.693,1.335,1
0.72,0,0,0,0,0,0,0.729,7.781,1
0,0,0,0,0,0,0.222,0.444,2.413,1
0,0,0.59,0,0,0,0,0.443,1.693,1
0.2,0.8,0,0,0,0,0,0.307,6.937,1
0,0.62,0,0,0,0,0,0.548,14.301,1
0.19,0.19,0,0,0,0,0,0.174,4.965,1
0,0,0,0,0,0,0,0,2.923,1
0,0.1,0,0,0,0,0.78,5.942,5.838,1
0,0,0,0,0,0,0,0.392,3.965,1
0,0,0,0,0,0,0,0.48,1.684,1
0.2,0.8,0,0,0,0,0,0.334,6.896,1
0,0.35,0.19,0,0.05,0,0,0.273,6.789,1
0.08,0,0,0,0,0,0,0.271,4.904,1
0.19,1.38,0.98,0,0,0,0,0.765,6.652,1
0,0,0,0,0,0,0,0.537,2.777,1
0,0,1.33,0,0,0,0,0.684,3,1
0,0.24,0.61,0,0.12,0,0,0.104,3.705,1
0,0,1.54,0,0,0,0,0.261,5.666,1
0.25,0.59,0.25,0,0.08,0.08,0,0.403,7.484,1
0.1,0.2,0.91,0,0,0,0,0.352,6.918,1
0.08,0,1.6,0,0,0,0,0.502,7.24,1
0.09,0.19,0.87,0,0,0,0,0.31,6.813,1
0.29,0.29,0,0,0,0,0,0.045,12.2,1
0.38,0.38,0.38,0,0,0,0,0.057,7.121,1
0,0.93,0,0,0,0,0,0.561,2.166,1
0,0,3.38,0,0,0,0,0.872,2.2,1
0,0.24,0.6,0,0.12,0,0,0.102,3.656,1
0,0,0.24,0,0.12,0,0.063,0.042,2.351,1
0,0,0,0,0,0,0,2.295,5.166,1
0,0,0,0,0,0,0,0,2.444,1
0,0,0,0,1.03,0,0,0.171,3.809,1
0,0,0,0,0,0,0,0.797,9.29,1
0.25,0.77,0.25,0,0,0,0,0.161,9.633,1
0.62,0,0,0,0,0,0,0.107,3.318,1
0.97,0,0.97,0,0,0,0,0.834,3.052,1
0,0,0.4,0,0,0,0.017,0.53,9.781,1
0.2,0.4,0.6,0,0.2,0,0,0.275,4.923,1
1.11,0,0,0,0,0,0,0.202,4,1
0,0,0.25,0,0,0,0,0.29,2.614,1
0,0,1.66,0,0,0,0,0.653,8,1
0,0,6.02,0,0,0,0,1.443,3.782,1
0,0,0,0,1,0,0,1.524,1,1
0.04,0.4,0.72,0,0.11,0,0.019,0.413,3.533,1
0,0,0,0,0,0,0.144,3.907,13.928,1
0.61,0.61,1.22,0,0,0,0,0.829,4.45,1
0.35,0,0.35,0,0,0,0,0.234,3.519,1
0,0,0,0,0,0,0,0,4.23,1
0.09,0.09,0.29,0,0.09,0,0.015,0.045,2.133,1
0,0,0,0,0,0,0,0.124,89.9,1
0,0,0.41,0,0,0,0.199,0.199,5.019,1
0,0,0.9,0,0.9,0,0,0.17,6.266,1
0,0,0,0,1.36,0,0,0.424,4.125,1
0,0,0.9,0,0.9,0,0,0.17,6.266,1
0,0,2.17,0,0,0,0,0,1.333,1
0,0,0,0,0,0,0,0.197,3.807,1
0,0,0.44,0,0.44,0,0,1.131,2.428,1
0,0,0,0,0,0,0,1.554,2.111,1
0.26,0.52,0.79,0,0,0,0,0.326,5.549,1
0,0,4,0,0,0,0,0,7.666,1
0,0,0.6,0,0,0,0,0.102,4.512,1
0,1.47,0.29,0,0,0,0,1.004,6.602,1
0,0,0,0,0,0.36,0,0,2.13,1
0,0,0,0,0,0,0,0.699,5.083,1
0,0,1.31,0,0,0,0,0,4.818,1
0,0,0.12,0.37,0.12,0.37,0,0,2.376,1
0.1,0,0,0,0,0,0,0.05,7.887,1
0,0.32,0,0,0,0,0,0,2.391,1
0,0.35,2.12,0,0,0,0,0.353,1.209,1
0,0,3.35,0,0,0,0.19,1.429,2.861,1
0,0.22,0.45,0,0,0,0.028,0.919,4.444,1
0,1.94,0.27,0,0,0,0,0.273,6.641,1
0,0,0,0,0,0,0,0.544,2.055,1
0,0,0.58,0,0.11,0,0,0.733,8.192,1
0,0,0,0,0,0,0,0,2.269,1
0.68,0,0,0,0,0,0,0,6.588,1
0.27,0,0.83,0,0,0,0,0.638,2.512,1
0.07,0.23,1.39,0,0,0,0.024,0,3.211,1
2,0,0.5,0,0,0,0,0.445,4.685,1
0.5,0,0.5,0,0,0,0,1.431,4.09,1
0,0.27,0,0,0,0,0,1.023,3.621,1
0.36,0,0.36,0,0,0,0,0.433,3,1
0,0,0,0,0,0,0,0,4.411,0
0,0,0,0,0,0,0,0.546,2,0
0,0,0,0,0,0,0,0,2.322,0
0,0.21,0,2.12,0,0,0,0.161,2.813,0
0,0,0,0,0,0,0,0.045,1.837,0
0,0,0,0,0,7.14,0,0,5.5,0
0,0,0,0,0,0,0,0.061,1.392,0
0,0.23,0,1.9,0,0,0.117,0.117,2.616,0
0,0,0,0,1.09,0,0,0.091,1.212,0
0,0,0,0,0,0,0,0.24,1.687,0
0,0,0,0,0,0,0,0,2.488,0
0,0,0,0,0,0.5,0,0,1.958,0
0,0,0,1.6,0,0.8,0.12,0,1.696,0
0,0,0,0,0,0,0,0.148,1.972,0
0,0.62,0,0,0,0,0.085,0,3.414,0
0.25,0,0.25,0,0.51,0.25,0,0.413,1.78,0
0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,2.95,0
0,0,0,0,0,0,0,0,3.1,0
0,0,0,0,0,0,0.082,0,3.34,0
0,0,0,0,0.87,0,0.469,0,1.466,0
0,0,0,0,0,0,0,0,3.016,0
0,0,0,1.02,0,0,0,0.176,1.241,0
0,0,0,1.02,0,0,0,0,1.857,0
0,0,0,0.93,0,0,0,0.065,2,0
0,0,0,1.02,0.51,0,0.158,0,4,0
0,0,0,0,0,0,0,0,4.068,0
0,0,0,0,0.7,0,0,0,1.746,0
0,0,0,0,0,0,0,0,3.382,0
0,0,0,0,0,0,0,0,4.295,0
0,0,0,0,1.85,0,0,0.318,2.695,0
0,0,0,0,0,2.08,0,0,1.181,0
0,1.55,0,0,0,0,0,0,25.812,0
0,0.34,0,0,0.34,0,0.052,0,2.604,0
0,0.08,0.08,0,0,0,0,0.051,1.838,0
0,0.27,0,0,0,0,0,0.045,1.465,0
0,0,0,0,0,0,0,0.139,1.411,0
0,0,0,0,0.46,0,0.151,0.075,2.482,0
0,0,0,0,0,0,0,0,2.375,0
0,1.81,0,0,0,0,0,0,1.125,0
0,0.23,0,0.92,0,0,0,0.026,2.222,0
0,0,0,0,0,0,0,0,1.583,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.16,0,0,1.458,1.066,0
0,0,0,0,0,0,0,0,9.876,0
0,0.29,0,2.69,0,0,0,0.078,3.153,0
0,0,0,0,0,0,0,0.072,3.242,0
0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,4.052,0
0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0.94,0,0,0,2.315,0
0,0,0,3.84,0,0,0,0,2.333,0
0.31,0.31,0,0,0.63,0,0,0,3.547,0
0,0,0,0,0.05,0.2,0,0,1.997,0
0,0,0,0,0,0,0,0.102,2.121,0
0,0,0,0,0,0,0,0,1.833,0
0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0,0,0,0,3.086,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.89,0.101,0,2.297,0
0,0,0,0,0,0,0,0,1.964,0
0,0,0,0,1.63,0,0,0,1.666,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.772,0
0,0,0,0,0,0,0,0,2.95,0
0,0,0,0,0,0,0,0,3.041,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,3.478,0
0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0.149,1.482,0
0,0.16,0,0.48,0,0.32,0,0,4.438,0
0,0,0,0,0,0,0,0,1.3,0
0,0.02,0,0.04,0.06,0.27,0.046,0.014,2.35,0
0,0,0,0,0,0,0,0,2,0
0,0.48,0.48,0,0.48,0,0,0.305,1.884,0
0,0,0,0,0,0,0,0.146,1.341,0
0,0,0,0,0.61,0,0,0,3.682,0
0,0,0,0,0,0,0,0,2.666,0
0,0,0,0,0,0,0,0,2.037,0
0,0,0,0,0,0,0,0,1.688,0
0,1.12,0,0,0,0,0.12,0,3.302,0
0,0,0,0,0,0,0,0.442,2.125,0
0,0,0,0,0,0,0,1.086,1,0
0,0,0,0,1.13,0,0,0,1.909,0
0,0,0,2.94,0,0,0,0,1.379,0
0,0,0,0,0,0,0,0.787,1.875,0
0,0,0,0,0,0,0,0,2.062,0
0,0,0,0,1.12,0.56,0,0.181,4.5,0
0.46,0,0,0,0.46,0,0.163,0.163,2.343,0
0,0,0,0.54,0,0,0.299,0,1,0
0,0,0,0,0,0,0,0,3.5,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,4.393,0
0,0,0,0,0.58,0,0,0.103,2,0
0,0,0,0,0,0,0,0.389,1.26,0
0,0,0,0,0,0,0.137,0,1.09,0
0,0,0,0,1.75,0,0,0,1.826,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,5.857,0
0,0,0,0,0,0,0.325,0,1,0
0,0.34,0,0,0.34,0,0.052,0,2.604,0
0,0,0,5,0,0,0,0,1.428,0
0,0,0,0.93,0.93,0,0,0,2.097,0
0,0,0,0,0,0,0,0.74,1.625,0
0,0.53,0,0.8,0,0,0,0,1.58,0
0,0,0,0,0,0,0.071,0,2.662,0
0,0,0,0,3.33,0,0,0,1.6,0
0,0,0,0,0,0,0,0,9.31,0
0,0,0,0,0,0,0,0,4.037,0
0,0,0,0,0,0,0,0,1.848,0
0,0,0,0,0,3.92,0,0,3.129,0
0,0,0,0,0,0,0,0,13.562,0
0,0,0,0,0,0,0,0,1.615,0
0,0,0,0,0,0,0,0,2.085,0
0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,2.466,0
0,0,0,0,1.56,1.56,0,0,1.666,0
0,0,0,0,0,0,0,0,2.617,0
0,0,0,0,0,0,0.578,0,3.083,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.052,0,2.022,0
0,0,0.35,0,0,0,0,0,1.226,0
0,0,0,0,0,0,0,0,5.111,0
0,0,0.22,0,0.22,0.91,0,0,1.649,0
0,0,0,0,0.55,0,0,0,1.84,0
0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0.09,5.74,1.352,0.016,1.679,0
0,0,0,0,0.09,5.74,1.353,0.016,1.679,0
0,0.31,0,0,0,0,0.054,0.054,2.735,0
0,0,0,0,0,0,0,0.249,2.576,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,2.703,0
0,0,0,1.33,0.12,0,0.016,0.033,2.056,0
0,0,0,3.4,0,0,0.198,0,2.076,0
0,0,0,0,1.42,0,0,0,2.133,0
0,0,0,0,0,0,0,0,1.352,0
0,0,0,0,9.09,0,0,0,1,0
0,0,0,0,0,0,0,0,2.797,0
0,0,0,0,0,0,0,0.088,1.8,0
0,0,0,0,0,0,0.126,0.063,1.611,0
0,0,0,1.21,0,0,0,0,1.166,0
0,0,0,0,0.84,0.84,0,0.413,3.052,0
0,0,0.42,0.42,0.85,0,0,0.134,2.202,0
0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0.83,0,0,0,4.128,0
0,0,0,0,1.01,0,0,0,1.875,0
0,0,0,0,2.5,0,0,0,1.142,0
0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0.027,0,2.634,0
0,0,0,0.76,0,0,0.133,0,1.269,0
0,0.05,0.09,0.07,0.05,0.18,0.038,0.016,2.23,0
0,0,0,11.11,0,0,0,0,1,0
0.66,0,0,0,0,0,0,0,2.673,0
0,0,0,0,0,0,0,0,1.732,0
0,0,0,0,1.4,1.4,0,0,1.5,0
0,0,0,0,0,0,0.018,0,2.556,0
0,0,0,0.6,0.6,0,0,0.042,1.183,0
0,0.73,0,0,0,0,0.363,0,2.716,0
0,0.1,0.1,0,0,0.21,0.035,0.07,1.744,0
0,0,0,0,0,0,0,0,1.25,0
0.21,0,0,0,0,0,0.034,0,3.151,0
0,0,0,0,0,0,0,0,2.533,0
0,0,0,0,0,0,0.561,0,1.352,0
0,0,0,0,0,0,0,0.15,1.906,0
0.62,0,0,0,0.62,0,0,0.247,3.732,0
0,0,0,0,0,0,0.186,0,1.794,0
0,0,0,0,1.21,0,0,0,1.535,0
0,0,0.62,0,0,0,0,0.103,1.347,0
0,0,0,0,0.41,0,0,0.195,1.444,0
0,0,0,0,0,0,0,0,1.56,0
0,0,0,0,0,0,0,0,1.714,0
0,0,0.4,0,0.4,0,0,0.301,1.576,0
0,0,0,0,0,0,0,0,2.533,0
0,0,0,0.76,0.76,0,0.121,0.487,1.956,0
0,0,0,0,0,2.11,0.358,0,3.923,0
0,0,1.8,0,0.2,0.2,0,0.06,2.55,0
0,0,0.48,0,0,0,0,0,6.823,0
0,0,0,0,0,0,0,0,1.388,0
0,0,0,0,0,0,0,0,3.187,0
0,0,0,0,0,1.58,0,0,2.227,0
0,0,0,2.38,0,0,0,0,2,0
0,0,0,0,0,0,0,0.833,1.937,0
0,0,0,1.25,1.25,2.5,0,0,3.3,0
0,0,0.36,0,0.18,0,0.026,0.107,2.988,0
0,0,0,0,0,0,0,0.484,2.5,0
0,0,0,0,0,0,0,0,2.227,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.74,0
0,0,0,0,0,9.09,0,0,3,0
0,0,0,0,0,0,0,0.136,1.812,0
0,0,0,0,3.44,0,0,0,2.818,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,4.312,0
0,0,0,0,0,0,0,0,2.902,0
0,0,0,0,0.74,0,0.134,0,1.863,0
0,0,0,0,0,0,0,0,2.166,0
0,0,0,0,0.78,0,0,0,3.971,0
0,0,0,0,0.63,1.91,0.05,0,2.186,0
0,0,0,0,1.01,0,0.09,0,1.836,0
0,0,0.23,0,0,0,0.106,0,1.588,0
0,0.83,0,0,0,0,0,0,1.475,0
0,0,0,0,0,0,0,0.083,1.528,0
0,0,0,0,1.94,0,0,0,2.666,0
0,0,0,0,0,0,0,0,1.625,0
0,0,0,0,1.92,1.92,0.394,0,1.813,0
0,0,0,0,0,0,0,0,2.09,0
0,0,0,0,0,0,0,0.237,2.583,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,3.84,0,0,0,0,1.25,0
0,0,0,0.9,0,0,0,0,1.424,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,1.611,0
0,0,0,0,0,0,0,0.444,2.8,0
0,0,0,0,0,0,0,0,2.8,0
0,0,0,0,0,0,0.065,0,1.455,0
0,0,0,0,11.11,0,0,0,1.571,0
0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0.65,0,0,0,3.041,0
0,0,0,0,1.2,0,0,0,2.312,0
0,0,0,0,0,0,0,0,1.793,0
0,0,0,0,0,0,0,0,17.952,0
0,0,0,0,0.31,0,0,0,1.592,0
0,0,0,0,0,0,0,0,1.37,0
0,0.13,0.27,0,0.06,0,0,0.029,1.793,0
0,0,0,0,0,0,0,0,3.2,0
0,0,0,0,0,0,0,0,2.347,0
0,0,0,0,0,0,0,0,3.85,0
0,0,0,0,0,0,0,0,3.333,0
0,0,0,2.43,0,0,0.567,0,1.333,0
0,0,0,0,0,0,0,0,2.176,0
0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,7.89,0,0,0,0,1.4,0
0,0.15,0,0,0,0.61,0.019,0,2.276,0
0,0,0,0,0.29,0,0.186,0,4.454,0
0,0,0,0,0,0,0,0.178,1.666,0
0,0,0,0,0,0,0,0.636,2,0
0,0.74,0,0,0,0,0.163,0,3.03,0
0,0.75,0,0,0.75,0,0,0,1.842,0
0,0.13,0.13,0,0,0,0.028,0,1.997,0
0,0,0,0,0,0,0,0,1.729,0
0,0,0,0,0.5,0,0.083,0.502,1.547,0
0,0,0,0.53,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,2,0
0,0,0,0,0.38,0,0.026,0.026,2.894,0
0,0.25,0.25,0,0.25,0,0.301,0.043,2.111,0
0,0.33,0,0,0,0,0,0.056,1.788,0
0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,1.705,0
0,0,0,0,0.67,0,0.117,0,1.222,0
0,0,0,4,0,0,0.865,0,1.647,0
0,0,0,0,2.94,0,0,0,1.333,0
0,0,0,0,0,0,0,0,5.3,0
0,0,0,0,0,0,0,0,3.183,0
0,0,0,0,0.87,0,0.139,0.139,1.767,0
0,0,0,0,0.82,0,0,0,2.111,0
0,0,0,0,2.65,0,0.142,0.285,1.777,0
0,0,0,0,0,0,0,0,5.846,0
0,0,0,1.16,0,0,0,0.184,2.833,0
0,0.77,0,0,0,0,0.098,0,2.634,0
0,0,0,0,0.8,0,0.122,0,1.853,0
0,0,0,0,0,0,0,0,1,0
0,0,0.14,0.43,0.14,0,0.019,0,2.174,0
0,0,0,0,0,0,0,0,1.677,0
0,0,0,0,0,0,0.217,0,1.948,0
0,0,0,0,0.33,0,0,0,1.742,0
0,0,0,0,0,0,0.263,0,2.142,0
0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0.485,3.444,0
0,0,0,0,0.84,1.69,0,0,1.605,0
0,0,0,0,0,0,0,0,1.153,0
0,0,0.13,0,0.13,0.06,0,0.028,2.068,0
0,0,0,0,0,0,0,0.049,2.288,0
0,0,0,0,0,0,0,0,1.988,0
0,0,0,0,0.58,0,0,0,2.222,0
0,0,0,0,4.44,0,0,0,1.947,0
0,0,0,0,0,1.81,0,0,1.125,0
0,0,0,0,0,0.97,0,0,2.344,0
0,0,0,0,0,0,0,0.943,2.166,0
0,0,0,2.12,0,2.12,0,0,1.4,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,5,0,1.438,1,0
0,0,7.69,0,0,0,0,0,1,0
0,0,0,0,4.16,0,0,0,2.666,0
0,0,0,0,0,2.04,0,0.147,1.333,0
0,0,0,0,6.25,0,0,0,1,0
0,0,0,0,1.29,0,0.246,0,1.363,0
0,0,0,0,0.9,4.5,0.145,0,2.638,0
0,0.07,0.07,0,0.15,0,0.013,0.082,1.111,0
0,0,0.09,0,0.37,0.09,0,0,1.536,0
0,0,0,0,0,0.75,0,0,3.333,0
0,0,0,0,0.76,0.25,0,0.047,1.884,0
0,0,0,0,1.07,0,0,0,1.857,0
0,0,1.06,0,2.12,1.06,0,0,2.625,0
0,0,1.88,0,0,0,0,0,1.705,0
0,0,0,0,0,0,0.079,0.119,1.086,0
0,0,0,0,0,0,0,0.653,1.666,0
0,0,0,0,0,0,0,0.62,1,0
0,0.13,0.13,0,0,0,0,0,1.514,0
0,0,0,7.69,0,0,0,0,1.4,0
0,0,0,0,3.33,0,0,0,1,0
0,0,0,0,1.08,0,0,0.169,2.052,0
0,0,0,0,0,0,0,0,2.744,0
0,0,0,0,0.67,0,0,0,1.636,0
0,0,1.8,0,0.2,0.2,0,0.06,2.533,0
0,0,0.84,0,0.18,0,0,0.142,1.934,0
